Station,Price,Date,Fuel,ScrapeDate,Source
St1FalköpingFredsgatan 1a,12.94,2025-10-16,Etanol,2025-10-17,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,12.99,2025-10-13,Etanol,2025-10-17,bensinpriser.nu
St1KatrineholmVassmogatan,12.99,2025-10-16,Etanol,2025-10-17,bensinpriser.nu
ShellUppsalaDanmarksgatan 34b,13.09,2025-10-15,Etanol,2025-10-17,bensinpriser.nu
IngoHudiksvallStorgatan 9 Delsbo,13.09,2025-10-15,Etanol,2025-10-17,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,13.19,2025-10-13,Etanol,2025-10-17,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,13.19,2025-10-13,Etanol,2025-10-17,bensinpriser.nu
OKQ8ÖrkelljungaVallhallavägen 9,13.2,2025-10-11,Etanol,2025-10-17,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,13.34,2025-10-10,Etanol,2025-10-17,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.55,2025-10-16,95 (E10),2025-10-18,bensinpriser.nu
ÖvrigaTorsåsTorsås: Bergkvarav 7,14.55,2025-10-13,95 (E10),2025-10-18,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.55,2025-10-15,95 (E10),2025-10-18,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.69,2025-10-15,95 (E10),2025-10-18,bensinpriser.nu
OKQ8LandskronaFöreningsgatan 220,14.94,2025-10-16,95 (E10),2025-10-18,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,14.99,2025-10-12,95 (E10),2025-10-18,bensinpriser.nu
ÖvrigaLerumSjövik: Hagströms Lanthandel / Östadsvägen 367,14.99,2025-10-11,95 (E10),2025-10-18,bensinpriser.nu
BlikstorpsSkövdeIgelstorp / Väg 49,15.04,2025-10-13,95 (E10),2025-10-18,bensinpriser.nu
FundinsYdre573 94 Ramfall,15.04,2025-10-16,95 (E10),2025-10-18,bensinpriser.nu
St1ÄlmhultDanska vägen 120,15.09,2025-10-17,95 (E10),2025-10-18,bensinpriser.nu
St1LandskronaMalmövägen 29,15.09,2025-10-17,95 (E10),2025-10-18,bensinpriser.nu
Backabo mackenKarlskronaIndustrivägen 4,15.09,2025-10-13,95 (E10),2025-10-18,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.94,2025-10-17,98,2025-10-18,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.56,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.56,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.56,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.56,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.56,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.56,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.56,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,15.59,2025-10-17,Diesel,2025-10-18,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-10-17,Etanol,2025-10-18,bensinpriser.nu
St1FalköpingFredsgatan 1a,13.24,2025-10-16,Etanol,2025-10-18,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-10-17,Etanol,2025-10-18,bensinpriser.nu
ShellUppsalaDanmarksgatan 34b,13.39,2025-10-15,Etanol,2025-10-18,bensinpriser.nu
IngoHudiksvallStorgatan 9 Delsbo,13.39,2025-10-15,Etanol,2025-10-18,bensinpriser.nu
OKQ8ÖrkelljungaVallhallavägen 9,13.5,2025-10-11,Etanol,2025-10-18,bensinpriser.nu
St1LandskronaMalmövägen 29,13.84,2025-10-17,Etanol,2025-10-18,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.35,2025-10-16,95 (E10),2025-10-19,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.59,2025-10-18,95 (E10),2025-10-19,bensinpriser.nu
OKQ8LandskronaFöreningsgatan 220,14.74,2025-10-16,95 (E10),2025-10-19,bensinpriser.nu
St1TibroVärsåsvägen 46,14.84,2025-10-18,95 (E10),2025-10-19,bensinpriser.nu
BlikstorpsSkövdeIgelstorp / Väg 49,14.84,2025-10-13,95 (E10),2025-10-19,bensinpriser.nu
FundinsYdre573 94 Ramfall,14.84,2025-10-16,95 (E10),2025-10-19,bensinpriser.nu
Backabo mackenKarlskronaIndustrivägen 4,14.89,2025-10-13,95 (E10),2025-10-19,bensinpriser.nu
TankaÄlmhultTorvströvägen 4,15.59,2025-10-15,98,2025-10-19,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.54,2025-10-17,98,2025-10-19,bensinpriser.nu
OKQ8LandskronaFöreningsgatan 220,16.64,2025-10-16,98,2025-10-19,bensinpriser.nu
OKQ8UppsalaKungsgatan 80,16.79,2025-10-15,98,2025-10-19,bensinpriser.nu
Circle KSandvikenÅrsundavägen,36.33,2025-10-18,98,2025-10-19,bensinpriser.nu
OKQ8ÄlmhultSödra Ringvägen 10,14.49,2025-10-18,Diesel,2025-10-19,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,15.19,2025-10-15,Diesel,2025-10-19,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.19,2025-10-16,Diesel,2025-10-19,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.36,2025-10-17,Diesel,2025-10-19,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.36,2025-10-17,Diesel,2025-10-19,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.36,2025-10-17,Diesel,2025-10-19,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.36,2025-10-17,Diesel,2025-10-19,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.36,2025-10-17,Diesel,2025-10-19,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.36,2025-10-17,Diesel,2025-10-19,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.36,2025-10-17,Diesel,2025-10-19,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-10-18,Etanol,2025-10-19,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-10-18,Etanol,2025-10-19,bensinpriser.nu
St1LandskronaMalmövägen 29,13.84,2025-10-18,Etanol,2025-10-19,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,14.6,2025-10-19,95 (E10),2025-10-20,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.65,2025-10-16,95 (E10),2025-10-20,bensinpriser.nu
ÖvrigaTorsåsTorsås: Bergkvarav 7,14.65,2025-10-13,95 (E10),2025-10-20,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.65,2025-10-15,95 (E10),2025-10-20,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.79,2025-10-15,95 (E10),2025-10-20,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.89,2025-10-19,95 (E10),2025-10-20,bensinpriser.nu
OKQ8LandskronaFöreningsgatan 220,15.04,2025-10-16,95 (E10),2025-10-20,bensinpriser.nu
OKQ8NässjöRådhusgatan 68,15.09,2025-10-19,95 (E10),2025-10-20,bensinpriser.nu
BlikstorpsSkövdeIgelstorp / Väg 49,15.14,2025-10-13,95 (E10),2025-10-20,bensinpriser.nu
FundinsYdre573 94 Ramfall,15.14,2025-10-16,95 (E10),2025-10-20,bensinpriser.nu
IngoÄngelholmHeimdallgatan 42a,16.43,2025-10-19,98,2025-10-20,bensinpriser.nu
OKQ8NässjöRådhusgatan 68,17.08,2025-10-19,98,2025-10-20,bensinpriser.nu
OKQ8ÄlmhultSödra Ringvägen 10,14.69,2025-10-18,Diesel,2025-10-20,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.35,2025-10-19,Diesel,2025-10-20,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-10-19,Etanol,2025-10-20,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-10-19,Etanol,2025-10-20,bensinpriser.nu
St1RonnebyVästervägen 2 / Kallinge,13.76,2025-10-19,Etanol,2025-10-20,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.65,2025-10-20,95 (E10),2025-10-21,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.04,2025-10-20,95 (E10),2025-10-21,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.09,2025-10-20,95 (E10),2025-10-21,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,14.29,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
OKQ8ÄlmhultSödra Ringvägen 10,14.39,2025-10-18,Diesel,2025-10-21,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.89,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.16,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.16,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.16,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.16,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.16,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.16,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.16,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.34,2025-10-20,Diesel,2025-10-21,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.09,2025-10-20,Etanol,2025-10-21,bensinpriser.nu
St1KatrineholmVassmogatan,12.99,2025-10-20,Etanol,2025-10-21,bensinpriser.nu
St1SvalövRönnebergsvägen 1,13.59,2025-10-20,Etanol,2025-10-21,bensinpriser.nu
St1LandskronaMalmövägen 29,14.99,2025-10-21,95 (E10),2025-10-22,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,15.01,2025-10-21,95 (E10),2025-10-22,bensinpriser.nu
St1GöteborgHisings Kärra: Transportgatan 60,15.01,2025-10-21,95 (E10),2025-10-22,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,14.69,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
OKQ8ÄlmhultSödra Ringvägen 10,14.79,2025-10-18,Diesel,2025-10-22,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.29,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.56,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.56,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.56,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.56,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.56,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.56,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.56,2025-10-20,Diesel,2025-10-22,bensinpriser.nu
St1LandskronaMalmövägen 29,15.69,2025-10-21,Diesel,2025-10-22,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.74,2025-10-21,Diesel,2025-10-22,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.79,2025-10-21,Diesel,2025-10-22,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-10-21,Etanol,2025-10-22,bensinpriser.nu
St1FalköpingFredsgatan 1a,13.14,2025-10-16,Etanol,2025-10-22,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-10-21,Etanol,2025-10-22,bensinpriser.nu
ShellUppsalaDanmarksgatan 34b,13.29,2025-10-15,Etanol,2025-10-22,bensinpriser.nu
IngoHudiksvallStorgatan 9 Delsbo,13.29,2025-10-15,Etanol,2025-10-22,bensinpriser.nu
St1LandskronaMalmövägen 29,13.74,2025-10-21,Etanol,2025-10-22,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.35,2025-10-20,95 (E10),2025-10-23,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,14.47,2025-10-22,95 (E10),2025-10-23,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.55,2025-10-22,95 (E10),2025-10-23,bensinpriser.nu
St1LandskronaMalmövägen 29,14.69,2025-10-22,95 (E10),2025-10-23,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,14.39,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.99,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.26,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.26,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.26,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.26,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.26,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.26,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.26,2025-10-20,Diesel,2025-10-23,bensinpriser.nu
St1LandskronaMalmövägen 29,15.39,2025-10-22,Diesel,2025-10-23,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,15.39,2025-10-22,Diesel,2025-10-23,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.44,2025-10-22,Diesel,2025-10-23,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.19,2025-10-22,Etanol,2025-10-23,bensinpriser.nu
St1FalköpingFredsgatan 1a,13.04,2025-10-16,Etanol,2025-10-23,bensinpriser.nu
St1KatrineholmVassmogatan,13.09,2025-10-22,Etanol,2025-10-23,bensinpriser.nu
St1LandskronaMalmövägen 29,13.64,2025-10-22,Etanol,2025-10-23,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.79,2025-10-23,95 (E10),2025-10-24,bensinpriser.nu
St1ÄlmhultDanska vägen 120,14.89,2025-10-23,95 (E10),2025-10-24,bensinpriser.nu
GulfKristianstadSkolgatan 2 Önnestad,14.89,2025-10-23,95 (E10),2025-10-24,bensinpriser.nu
OKQ8UppsalaSkebogatan 2,14.94,2025-10-22,95 (E10),2025-10-24,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.56,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.56,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.56,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.56,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.56,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.56,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.56,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
IngoÖsteråkerÅkersberga: Korsgärdesvägen 1,15.79,2025-10-23,Diesel,2025-10-24,bensinpriser.nu
ÖvrigaTrollhättanGrafitvägen 16,15.79,2025-10-22,Diesel,2025-10-24,bensinpriser.nu
IngoGullspångÖrebrovägen 8 Hova,15.79,2025-10-21,Diesel,2025-10-24,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-10-23,Etanol,2025-10-24,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-10-23,Etanol,2025-10-24,bensinpriser.nu
QstarÄngelholmNordalagatan 2,14.24,2025-10-23,Etanol,2025-10-24,bensinpriser.nu
QstarYdreÖsterbymo: Kisavägen 4,14.24,2025-10-18,Etanol,2025-10-24,bensinpriser.nu
OKQ8ÖrkelljungaVallhallavägen 9,14.35,2025-10-18,Etanol,2025-10-24,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.65,2025-10-24,95 (E10),2025-10-25,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.94,2025-10-24,95 (E10),2025-10-25,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.21,2025-10-24,95 (E10),2025-10-25,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,15.04,2025-10-24,98,2025-10-25,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.29,2025-10-24,Diesel,2025-10-25,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.56,2025-10-24,Diesel,2025-10-25,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.56,2025-10-24,Diesel,2025-10-25,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.56,2025-10-24,Diesel,2025-10-25,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.56,2025-10-24,Diesel,2025-10-25,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.89,2025-10-24,Diesel,2025-10-25,bensinpriser.nu
IngoSundsvallAntennvägen  Östra Birsta,15.89,2025-10-21,Diesel,2025-10-25,bensinpriser.nu
OljehallenVänersborgRiksvägen 12 Frändefors,15.99,2025-10-23,Diesel,2025-10-25,bensinpriser.nu
OKQ8NorrtäljeRoslagsvägen 6 Rimbo,15.99,2025-10-21,Diesel,2025-10-25,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,16.04,2025-10-24,Diesel,2025-10-25,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-10-24,Etanol,2025-10-25,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-10-24,Etanol,2025-10-25,bensinpriser.nu
St1LandskronaMalmövägen 29,14.39,2025-10-24,Etanol,2025-10-25,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,14.5,2025-10-25,95 (E10),2025-10-26,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.55,2025-10-24,95 (E10),2025-10-26,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.84,2025-10-24,95 (E10),2025-10-26,bensinpriser.nu
St1MalmöSallerupsvägen 200,15.19,2025-10-25,95 (E10),2025-10-26,bensinpriser.nu
St1MalmöMunkhättegatan 77,15.19,2025-10-25,95 (E10),2025-10-26,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.84,2025-10-24,98,2025-10-26,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.35,2025-10-25,Diesel,2025-10-26,bensinpriser.nu
OKQ8BodenBrogatan 32,16.0,2025-10-25,Diesel,2025-10-26,bensinpriser.nu
St1KatrineholmVassmogatan,12.99,2025-10-25,Etanol,2025-10-26,bensinpriser.nu
St1MalmöCypressvägen 1 / Ystadsvägen,14.09,2025-10-25,Etanol,2025-10-26,bensinpriser.nu
St1MalmöBellevuevägen 89,14.09,2025-10-25,Etanol,2025-10-26,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,14.7,2025-10-25,95 (E10),2025-10-27,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.75,2025-10-24,95 (E10),2025-10-27,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,15.04,2025-10-24,95 (E10),2025-10-27,bensinpriser.nu
St1NässjöSörängsvägen 9,15.17,2025-10-26,95 (E10),2025-10-27,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.31,2025-10-26,95 (E10),2025-10-27,bensinpriser.nu
St1LandskronaMalmövägen 29,15.34,2025-10-26,95 (E10),2025-10-27,bensinpriser.nu
LundbladsAlingsåsBorgens Gata,14.23,2025-10-27,Diesel,2025-10-27,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.09,2025-10-24,Diesel,2025-10-27,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.15,2025-10-25,Diesel,2025-10-27,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.36,2025-10-24,Diesel,2025-10-27,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.36,2025-10-24,Diesel,2025-10-27,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.36,2025-10-24,Diesel,2025-10-27,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.36,2025-10-24,Diesel,2025-10-27,bensinpriser.nu
St1NässjöSörängsvägen 9,15.53,2025-10-26,Diesel,2025-10-27,bensinpriser.nu
ÖvrigaTrollhättanGrafitvägen 16,15.59,2025-10-22,Diesel,2025-10-27,bensinpriser.nu
IngoGullspångÖrebrovägen 8 Hova,15.59,2025-10-21,Diesel,2025-10-27,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-10-26,Diesel,2025-10-27,bensinpriser.nu
IngoSundsvallAntennvägen  Östra Birsta,15.69,2025-10-21,Diesel,2025-10-27,bensinpriser.nu
OljehallenVänersborgRiksvägen 12 Frändefors,15.79,2025-10-23,Diesel,2025-10-27,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-10-26,Etanol,2025-10-27,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-10-26,Etanol,2025-10-27,bensinpriser.nu
St1LandskronaMalmövägen 29,14.29,2025-10-26,Etanol,2025-10-27,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.45,2025-10-24,95 (E10),2025-10-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.01,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.14,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
ÖvrigaLindesbergVannebodagatan 15 Frövi,15.24,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.74,2025-10-24,98,2025-10-28,bensinpriser.nu
PreemLuleåRodervägen,16.44,2025-10-22,98,2025-10-28,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.59,2025-10-27,98,2025-10-28,bensinpriser.nu
QstarVästervikLunnargatan,99.6,2025-10-23,98,2025-10-28,bensinpriser.nu
LundbladsAlingsåsBorgens Gata,14.37,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.19,2025-10-24,Diesel,2025-10-28,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.65,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.65,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.65,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.65,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.65,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.65,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.65,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
ÖvrigaTrollhättanGrafitvägen 16,15.69,2025-10-22,Diesel,2025-10-28,bensinpriser.nu
IngoGullspångÖrebrovägen 8 Hova,15.69,2025-10-21,Diesel,2025-10-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.79,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
IngoSundsvallAntennvägen  Östra Birsta,15.79,2025-10-21,Diesel,2025-10-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-10-27,Etanol,2025-10-28,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-10-27,Etanol,2025-10-28,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.59,2025-10-27,Etanol,2025-10-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,14.91,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.04,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
GulfKristianstadSkolgatan 2 Önnestad,15.14,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.94,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.21,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1LandskronaMalmövägen 29,15.24,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.29,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.34,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
OKQ8ÄngelholmÖstra vägen 17,15.43,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.59,2025-10-28,98,2025-10-29,bensinpriser.nu
IngoDanderydEnebybergsv. 14,18.24,2025-10-28,98,2025-10-29,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-10-28,Etanol,2025-10-29,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-10-28,Etanol,2025-10-29,bensinpriser.nu
