Station,Price,Date,Fuel,ScrapeDate,Source
St1KristianstadLångebrogatan 76,15.69,2025-11-15,Diesel,2025-11-16,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-11-15,Etanol,2025-11-16,bensinpriser.nu
St1HalmstadNissastigen / Oskarström,13.09,2025-11-15,Etanol,2025-11-16,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-11-15,Etanol,2025-11-16,bensinpriser.nu
St1GöteborgTideräkningsgatan 9 / Kortedala,14.59,2025-11-16,95 (E10),2025-11-17,bensinpriser.nu
St1GöteborgAngered: Grepgatan,14.59,2025-11-16,95 (E10),2025-11-17,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.59,2025-11-16,95 (E10),2025-11-17,bensinpriser.nu
St1GöteborgHisings Kärra: Transportgatan 60,14.77,2025-11-16,95 (E10),2025-11-17,bensinpriser.nu
St1GöteborgTorslanda: Nordhagsvägen 26,14.77,2025-11-16,95 (E10),2025-11-17,bensinpriser.nu
St1GöteborgGustaf Dalénsgatan 21,14.77,2025-11-16,95 (E10),2025-11-17,bensinpriser.nu
IngoGöteborgSalviagatan 1,15.8,2025-11-16,98,2025-11-17,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.94,2025-11-13,98,2025-11-17,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.44,2025-11-16,Diesel,2025-11-17,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-11-16,Diesel,2025-11-17,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,16.29,2025-11-16,Diesel,2025-11-17,bensinpriser.nu
St1GöteborgTideräkningsgatan 9 / Kortedala,16.29,2025-11-16,Diesel,2025-11-17,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-11-16,Etanol,2025-11-17,bensinpriser.nu
St1HalmstadNissastigen / Oskarström,13.09,2025-11-16,Etanol,2025-11-17,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-11-16,Etanol,2025-11-17,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.01,2025-11-17,95 (E10),2025-11-18,bensinpriser.nu
Paroy EnergiBoråsRegementsgatan 22,15.24,2025-11-17,95 (E10),2025-11-18,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.24,2025-11-17,95 (E10),2025-11-18,bensinpriser.nu
St1KlippanLisåkravägen / E4,15.29,2025-11-17,95 (E10),2025-11-18,bensinpriser.nu
St1EnköpingMästergatan 1,15.29,2025-11-17,95 (E10),2025-11-18,bensinpriser.nu
St1KarlshamnGustavstorpsvägen 691 / Mörrum,15.29,2025-11-17,95 (E10),2025-11-18,bensinpriser.nu
IngoGöteborgSalviagatan 1,15.9,2025-11-16,98,2025-11-18,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,17.04,2025-11-17,98,2025-11-18,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.34,2025-11-16,Diesel,2025-11-18,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-11-17,Diesel,2025-11-18,bensinpriser.nu
St1KatrineholmVassmogatan,16.24,2025-11-17,Diesel,2025-11-18,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,16.25,2025-11-17,Diesel,2025-11-18,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,16.25,2025-11-17,Diesel,2025-11-18,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,16.25,2025-11-17,Diesel,2025-11-18,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-17,Etanol,2025-11-18,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-17,Etanol,2025-11-18,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,13.79,2025-11-17,Etanol,2025-11-18,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,15.09,2025-11-18,95 (E10),2025-11-19,bensinpriser.nu
St1BotkyrkaNorsborg: Albyvägen 1,15.19,2025-11-18,95 (E10),2025-11-19,bensinpriser.nu
St1BotkyrkaTullinge: Huddingevägen 425,15.19,2025-11-18,95 (E10),2025-11-19,bensinpriser.nu
St1BotkyrkaTumba: Dalvägen 15,15.19,2025-11-18,95 (E10),2025-11-19,bensinpriser.nu
St1BotkyrkaTuna gårdsväg 9 / Tumba,15.19,2025-11-18,95 (E10),2025-11-19,bensinpriser.nu
St1SalemRönninge: Säbyvägen 11,15.19,2025-11-18,95 (E10),2025-11-19,bensinpriser.nu
TankaGöteborgMonteringsvägen 2,17.21,2025-11-18,98,2025-11-19,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-11-18,Diesel,2025-11-19,bensinpriser.nu
St1KatrineholmVassmogatan,16.24,2025-11-18,Diesel,2025-11-19,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,16.39,2025-11-18,Diesel,2025-11-19,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-18,Etanol,2025-11-19,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-18,Etanol,2025-11-19,bensinpriser.nu
St1BotkyrkaTuna gårdsväg 9 / Tumba,13.49,2025-11-18,Etanol,2025-11-19,bensinpriser.nu
TankaNorrtäljeEstunavägen 13,14.6,2025-11-19,95 (E10),2025-11-20,bensinpriser.nu
ÖvrigaTorsåsTorsås: Bergkvarav 7,14.65,2025-11-19,95 (E10),2025-11-20,bensinpriser.nu
St1KristianstadLångebrogatan 76,14.91,2025-11-19,95 (E10),2025-11-20,bensinpriser.nu
St1LjungbyMärta Ljungbergsvägen 56,14.99,2025-11-19,95 (E10),2025-11-20,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,14.99,2025-11-19,95 (E10),2025-11-20,bensinpriser.nu
OKQ8KarlskronaBlåportsgatan 19,15.09,2025-11-19,95 (E10),2025-11-20,bensinpriser.nu
IngoGöteborgSalviagatan 1,15.5,2025-11-16,98,2025-11-20,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.64,2025-11-19,98,2025-11-20,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.54,2025-11-16,Diesel,2025-11-20,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.79,2025-11-19,Diesel,2025-11-20,bensinpriser.nu
ÖvrigaTorsåsTorsås: Bergkvarav 7,15.89,2025-11-19,Diesel,2025-11-20,bensinpriser.nu
St1KatrineholmVassmogatan,16.44,2025-11-19,Diesel,2025-11-20,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,16.45,2025-11-19,Diesel,2025-11-20,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,16.45,2025-11-19,Diesel,2025-11-20,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-19,Etanol,2025-11-20,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-19,Etanol,2025-11-20,bensinpriser.nu
St1LjungbyMärta Ljungbergsvägen 56,13.69,2025-11-19,Etanol,2025-11-20,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.21,2025-11-20,95 (E10),2025-11-21,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.34,2025-11-20,95 (E10),2025-11-21,bensinpriser.nu
St1VetlandaLasarettsgatan 70,15.39,2025-11-21,95 (E10),2025-11-21,bensinpriser.nu
GulfKristianstadSkolgatan 2 Önnestad,15.44,2025-11-20,95 (E10),2025-11-21,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.94,2025-11-20,98,2025-11-21,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-20,Diesel,2025-11-21,bensinpriser.nu
St1KatrineholmVassmogatan,16.14,2025-11-20,Diesel,2025-11-21,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,16.15,2025-11-20,Diesel,2025-11-21,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,16.15,2025-11-20,Diesel,2025-11-21,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,16.15,2025-11-20,Diesel,2025-11-21,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,16.15,2025-11-20,Diesel,2025-11-21,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-20,Etanol,2025-11-21,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-20,Etanol,2025-11-21,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,13.59,2025-11-20,Etanol,2025-11-21,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.99,2025-11-21,95 (E10),2025-11-22,bensinpriser.nu
St1LandskronaMalmövägen 29,15.09,2025-11-21,95 (E10),2025-11-22,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.14,2025-11-21,95 (E10),2025-11-22,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.19,2025-11-21,95 (E10),2025-11-22,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.21,2025-11-21,95 (E10),2025-11-22,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.69,2025-11-21,98,2025-11-22,bensinpriser.nu
TankaGöteborgMonteringsvägen 2,17.11,2025-11-18,98,2025-11-22,bensinpriser.nu
OKQ8AleNödingevägen 20 Nödinge,14.17,2025-11-21,Diesel,2025-11-22,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-21,Diesel,2025-11-22,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.59,2025-11-21,Diesel,2025-11-22,bensinpriser.nu
St1KatrineholmVassmogatan,16.14,2025-11-21,Diesel,2025-11-22,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.15,2025-11-21,Diesel,2025-11-22,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,16.15,2025-11-21,Diesel,2025-11-22,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.19,2025-11-21,Etanol,2025-11-22,bensinpriser.nu
St1KatrineholmVassmogatan,13.09,2025-11-21,Etanol,2025-11-22,bensinpriser.nu
St1LandskronaMalmövägen 29,13.19,2025-11-21,Etanol,2025-11-22,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,14.85,2025-11-22,95 (E10),2025-11-23,bensinpriser.nu
ÖvrigaTorsåsTorsås: Bergkvarav 7,14.89,2025-11-22,95 (E10),2025-11-23,bensinpriser.nu
St1LandskronaMalmövägen 29,14.99,2025-11-22,95 (E10),2025-11-23,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.04,2025-11-22,95 (E10),2025-11-23,bensinpriser.nu
St1KarlshamnHinseleden,15.06,2025-11-22,95 (E10),2025-11-23,bensinpriser.nu
St1RonnebyBräknevägen 17 / Bräkne-hoby,15.06,2025-11-22,95 (E10),2025-11-23,bensinpriser.nu
OKQ8KarlskronaRiksvägen 2 Jämjö,17.29,2025-11-22,98,2025-11-23,bensinpriser.nu
IngoHallsbergLånggatan 50,15.19,2025-11-22,Diesel,2025-11-23,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-22,Diesel,2025-11-23,bensinpriser.nu
OKQ8KarlskronaRiksvägen 2 Jämjö,15.74,2025-11-22,Diesel,2025-11-23,bensinpriser.nu
St1KatrineholmVassmogatan,16.14,2025-11-22,Diesel,2025-11-23,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-22,Etanol,2025-11-23,bensinpriser.nu
St1SträngnäsEskilstunavägen 33,13.39,2025-11-22,Etanol,2025-11-23,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-22,Etanol,2025-11-23,bensinpriser.nu
St1LandskronaMalmövägen 29,14.99,2025-11-23,95 (E10),2025-11-24,bensinpriser.nu
St1KarlshamnHinseleden,15.02,2025-11-23,95 (E10),2025-11-24,bensinpriser.nu
St1RonnebyBräknevägen 17 / Bräkne-hoby,15.02,2025-11-23,95 (E10),2025-11-24,bensinpriser.nu
St1KarlshamnJannebergsvägen 6,15.02,2025-11-23,95 (E10),2025-11-24,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.04,2025-11-23,95 (E10),2025-11-24,bensinpriser.nu
St1GöteborgAngered: Grepgatan,15.06,2025-11-23,95 (E10),2025-11-24,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.59,2025-11-21,98,2025-11-24,bensinpriser.nu
OKQ8KarlskronaRiksvägen 2 Jämjö,17.19,2025-11-22,98,2025-11-24,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-23,Diesel,2025-11-24,bensinpriser.nu
St1KatrineholmVassmogatan,16.14,2025-11-23,Diesel,2025-11-24,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-11-23,Etanol,2025-11-24,bensinpriser.nu
St1SträngnäsEskilstunavägen 33,13.19,2025-11-23,Etanol,2025-11-24,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-11-23,Etanol,2025-11-24,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.5,2025-11-24,95 (E10),2025-11-25,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.09,2025-11-24,95 (E10),2025-11-25,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.19,2025-11-24,95 (E10),2025-11-25,bensinpriser.nu
Backabo mackenKarlskronaIndustrivägen 4,15.24,2025-11-24,95 (E10),2025-11-25,bensinpriser.nu
St1KlippanLisåkravägen / E4,15.29,2025-11-24,95 (E10),2025-11-25,bensinpriser.nu
St1KarlshamnGustavstorpsvägen 691 / Mörrum,15.29,2025-11-24,95 (E10),2025-11-25,bensinpriser.nu
IngoDanderydEnebybergsv. 14,16.19,2025-11-24,98,2025-11-25,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.29,2025-11-24,98,2025-11-25,bensinpriser.nu
PreemLuleåRodervägen,16.44,2025-11-24,98,2025-11-25,bensinpriser.nu
IngoHallsbergLånggatan 50,15.29,2025-11-22,Diesel,2025-11-25,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,15.39,2025-11-24,Diesel,2025-11-25,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-11-24,Diesel,2025-11-25,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,16.19,2025-11-24,Diesel,2025-11-25,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,16.19,2025-11-24,Diesel,2025-11-25,bensinpriser.nu
St1KatrineholmVassmogatan,16.24,2025-11-24,Diesel,2025-11-25,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-24,Etanol,2025-11-25,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-24,Etanol,2025-11-25,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,13.59,2025-11-24,Etanol,2025-11-25,bensinpriser.nu
St1LandskronaMalmövägen 29,14.59,2025-11-25,95 (E10),2025-11-26,bensinpriser.nu
St1SvalövRönnebergsvägen 1,14.64,2025-11-25,95 (E10),2025-11-26,bensinpriser.nu
St1UppsalaHögsta / Väg 600,14.69,2025-11-25,95 (E10),2025-11-26,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.69,2025-11-25,95 (E10),2025-11-26,bensinpriser.nu
St1KlippanLisåkravägen / E4,14.79,2025-11-25,95 (E10),2025-11-26,bensinpriser.nu
St1VaraTorggatan 56,14.79,2025-11-25,95 (E10),2025-11-26,bensinpriser.nu
IngoDanderydEnebybergsv. 14,16.29,2025-11-25,98,2025-11-26,bensinpriser.nu
St1TäbyEnhagsvägen 2 / Roslags Näsby,16.29,2025-11-25,98,2025-11-26,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.39,2025-11-25,98,2025-11-26,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,15.29,2025-11-24,Diesel,2025-11-26,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-25,Diesel,2025-11-26,bensinpriser.nu
St1KatrineholmVassmogatan,16.14,2025-11-25,Diesel,2025-11-26,bensinpriser.nu
St1VetlandaLasarettsgatan 70,16.29,2025-11-25,Diesel,2025-11-26,bensinpriser.nu
St1LandskronaMalmövägen 29,16.34,2025-11-25,Diesel,2025-11-26,bensinpriser.nu
St1SvalövRönnebergsvägen 1,16.39,2025-11-25,Diesel,2025-11-26,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-11-25,Etanol,2025-11-26,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-11-25,Etanol,2025-11-26,bensinpriser.nu
St1LandskronaMalmövägen 29,13.39,2025-11-25,Etanol,2025-11-26,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,14.36,2025-11-26,95 (E10),2025-11-27,bensinpriser.nu
Paroy EnergiGöteneJärnvägsgatan 27,14.59,2025-11-26,95 (E10),2025-11-27,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.59,2025-11-26,95 (E10),2025-11-27,bensinpriser.nu
St1JönköpingHerkulesvägen 5,14.66,2025-11-26,95 (E10),2025-11-27,bensinpriser.nu
St1JönköpingJordbrovägen,14.66,2025-11-26,95 (E10),2025-11-27,bensinpriser.nu
St1JönköpingVärnamovägen 50,14.66,2025-11-26,95 (E10),2025-11-27,bensinpriser.nu
IngoMarkKlevagårdsgatan Skene,15.19,2025-11-26,98,2025-11-27,bensinpriser.nu
IngoDanderydEnebybergsv. 14,16.29,2025-11-26,98,2025-11-27,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.39,2025-11-26,98,2025-11-27,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.89,2025-11-26,Diesel,2025-11-27,bensinpriser.nu
St1KatrineholmVassmogatan,16.54,2025-11-26,Diesel,2025-11-27,bensinpriser.nu
St1JönköpingVärnamovägen 50,16.59,2025-11-26,Diesel,2025-11-27,bensinpriser.nu
St1EksjöTuvängsvägen 53,16.59,2025-11-26,Diesel,2025-11-27,bensinpriser.nu
IngoMullsjöTidaholmsvägen 1,16.59,2025-11-26,Diesel,2025-11-27,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,16.59,2025-11-26,Diesel,2025-11-27,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-26,Etanol,2025-11-27,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-26,Etanol,2025-11-27,bensinpriser.nu
St1EksjöTuvängsvägen 53,13.39,2025-11-26,Etanol,2025-11-27,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.79,2025-11-27,95 (E10),2025-11-28,bensinpriser.nu
St1HalmstadNissastigen / Oskarström,14.89,2025-11-27,95 (E10),2025-11-28,bensinpriser.nu
St1LandskronaMalmövägen 29,14.89,2025-11-27,95 (E10),2025-11-28,bensinpriser.nu
St1SvalövRönnebergsvägen 1,14.94,2025-11-27,95 (E10),2025-11-28,bensinpriser.nu
OKQ8VetlandaStorgatan 83,14.99,2025-11-27,95 (E10),2025-11-28,bensinpriser.nu
St1KristianstadFregattvägen 1 / Åhus,14.99,2025-11-27,95 (E10),2025-11-28,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.49,2025-11-27,98,2025-11-28,bensinpriser.nu
IngoDanderydEnebybergsv. 14,16.49,2025-11-27,98,2025-11-28,bensinpriser.nu
OKQ8TäbyNäsbydalsvägen 1,16.74,2025-11-27,98,2025-11-28,bensinpriser.nu
QstarEnköpingStockholmsvägen 16 Stenvreten,15.39,2025-11-27,Diesel,2025-11-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-11-27,Diesel,2025-11-28,bensinpriser.nu
St1LandskronaMalmövägen 29,16.04,2025-11-27,Diesel,2025-11-28,bensinpriser.nu
St1SvalövRönnebergsvägen 1,16.09,2025-11-27,Diesel,2025-11-28,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,16.14,2025-11-27,Diesel,2025-11-28,bensinpriser.nu
St1NorrköpingBergslagsvägen 18 / Skärblacka,16.19,2025-11-27,Diesel,2025-11-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-11-27,Etanol,2025-11-28,bensinpriser.nu
St1LandskronaMalmövägen 29,13.19,2025-11-27,Etanol,2025-11-28,bensinpriser.nu
St1SvalövRönnebergsvägen 1,13.24,2025-11-27,Etanol,2025-11-28,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.79,2025-11-28,95 (E10),2025-11-29,bensinpriser.nu
QstarÄlmhultÄlmhult: Södra Esplanaden 4,14.89,2025-11-28,95 (E10),2025-11-29,bensinpriser.nu
St1HalmstadNissastigen / Oskarström,14.89,2025-11-28,95 (E10),2025-11-29,bensinpriser.nu
St1ÄlmhultDanska vägen 120,14.89,2025-11-28,95 (E10),2025-11-29,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,14.89,2025-11-28,95 (E10),2025-11-29,bensinpriser.nu
St1LandskronaMalmövägen 29,14.89,2025-11-28,95 (E10),2025-11-29,bensinpriser.nu
din-XÄlmhultTorvströvägen 2,16.29,2025-11-28,98,2025-11-29,bensinpriser.nu
TankaBorlängeSmedjebacksvägen 3,16.79,2025-11-28,98,2025-11-29,bensinpriser.nu
QstarEnköpingStockholmsvägen 16 Stenvreten,14.99,2025-11-28,Diesel,2025-11-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.89,2025-11-28,Diesel,2025-11-29,bensinpriser.nu
St1LandskronaMalmövägen 29,16.24,2025-11-28,Diesel,2025-11-29,bensinpriser.nu
St1SvalövRönnebergsvägen 1,16.29,2025-11-28,Diesel,2025-11-29,bensinpriser.nu
St1GöteborgGustaf Dalénsgatan 21,16.31,2025-11-28,Diesel,2025-11-29,bensinpriser.nu
St1GöteborgAngered: Grepgatan,16.31,2025-11-28,Diesel,2025-11-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.09,2025-11-28,Etanol,2025-11-29,bensinpriser.nu
St1LandskronaMalmövägen 29,12.89,2025-11-28,Etanol,2025-11-29,bensinpriser.nu
St1SvalövRönnebergsvägen 1,12.94,2025-11-28,Etanol,2025-11-29,bensinpriser.nu
St1KristianstadFjälkinge: Sölvesborgsvägen,14.76,2025-11-29,95 (E10),2025-11-30,bensinpriser.nu
St1KristianstadFregattvägen 1 / Åhus,14.76,2025-11-29,95 (E10),2025-11-30,bensinpriser.nu
St1KristianstadLångebrogatan 58,14.76,2025-11-29,95 (E10),2025-11-30,bensinpriser.nu
St1KristianstadBlekingevägen 2,14.76,2025-11-29,95 (E10),2025-11-30,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.79,2025-11-29,95 (E10),2025-11-30,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.87,2025-11-29,95 (E10),2025-11-30,bensinpriser.nu
din-XÄlmhultTorvströvägen 2,16.39,2025-11-28,98,2025-11-30,bensinpriser.nu
IngoTäbyTäby: Enhagsvägen 14A,16.49,2025-11-29,98,2025-11-30,bensinpriser.nu
St1KarlshamnHinseleden,16.07,2025-11-29,Diesel,2025-11-30,bensinpriser.nu
St1RonnebyBräknevägen 17 / Bräkne-hoby,16.07,2025-11-29,Diesel,2025-11-30,bensinpriser.nu
St1KarlshamnJannebergsvägen 6,16.07,2025-11-29,Diesel,2025-11-30,bensinpriser.nu
St1LandskronaMalmövägen 29,16.14,2025-11-29,Diesel,2025-11-30,bensinpriser.nu
St1KungälvGymnasiegatan,16.17,2025-11-29,Diesel,2025-11-30,bensinpriser.nu
St1GöteborgGustaf Dalénsgatan 21,16.17,2025-11-29,Diesel,2025-11-30,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.19,2025-11-29,Etanol,2025-11-30,bensinpriser.nu
St1LandskronaMalmövägen 29,12.99,2025-11-29,Etanol,2025-11-30,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,13.01,2025-11-29,Etanol,2025-11-30,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,14.6,2025-11-30,95 (E10),2025-12-01,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.64,2025-11-30,95 (E10),2025-12-01,bensinpriser.nu
IngoGöteborgkortedalavägen 11,14.65,2025-11-30,95 (E10),2025-12-01,bensinpriser.nu
St1KristianstadFjälkinge: Sölvesborgsvägen,14.69,2025-11-30,95 (E10),2025-12-01,bensinpriser.nu
St1KristianstadFregattvägen 1 / Åhus,14.69,2025-11-30,95 (E10),2025-12-01,bensinpriser.nu
St1KristianstadLångebrogatan 58,14.69,2025-11-30,95 (E10),2025-12-01,bensinpriser.nu
IngoGöteborgkortedalavägen 11,15.55,2025-11-30,98,2025-12-01,bensinpriser.nu
IngoKungälvSmedmästaregatan 1,15.87,2025-11-30,98,2025-12-01,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-11-30,Diesel,2025-12-01,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.6,2025-11-30,Diesel,2025-12-01,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,15.64,2025-11-30,Diesel,2025-12-01,bensinpriser.nu
St1GöteborgSäve: Bärby Bygdegårdsväg 1,15.74,2025-11-30,Diesel,2025-12-01,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,15.74,2025-11-30,Diesel,2025-12-01,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,15.74,2025-11-30,Diesel,2025-12-01,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.09,2025-11-30,Etanol,2025-12-01,bensinpriser.nu
St1KungälvChristian Iv:s Väg 1 / Fabriksgatan,12.85,2025-11-30,Etanol,2025-12-01,bensinpriser.nu
St1KungälvRollsbovägen 44,12.85,2025-11-30,Etanol,2025-12-01,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.12,2025-12-01,95 (E10),2025-12-02,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.25,2025-12-01,95 (E10),2025-12-02,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.32,2025-12-01,95 (E10),2025-12-02,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,14.32,2025-12-01,95 (E10),2025-12-02,bensinpriser.nu
St1GöteborgHisings Kärra: Transportgatan 60,14.32,2025-12-01,95 (E10),2025-12-02,bensinpriser.nu
St1GöteborgTorslanda: Nordhagsvägen 26,14.32,2025-12-01,95 (E10),2025-12-02,bensinpriser.nu
IngoGöteborgkortedalavägen 11,15.45,2025-11-30,98,2025-12-02,bensinpriser.nu
IngoTäbyTäby: Enhagsvägen 14A,16.09,2025-11-29,98,2025-12-02,bensinpriser.nu
IngoStockholmEsbogatan / Hanstavägen /Tammerforsgatan,16.09,2025-12-01,98,2025-12-02,bensinpriser.nu
QstarEnköpingStockholmsvägen 16 Stenvreten,14.59,2025-12-01,Diesel,2025-12-02,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,15.29,2025-12-01,Diesel,2025-12-02,bensinpriser.nu
St1GöteborgSäve: Bärby Bygdegårdsväg 1,15.47,2025-12-01,Diesel,2025-12-02,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,15.47,2025-12-01,Diesel,2025-12-02,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,15.47,2025-12-01,Diesel,2025-12-02,bensinpriser.nu
